6,Länskod,Länsnamn,Kommunkod ,Kommunnamn,Tätortskod,Beteckning på tätort,Del av tätort i annan kommun: 1=Ja,Befolkning 2020-12-31,"Andel av total befolkning i kommun 2020-12-31",Landareal i hektar,Andel av total landareal kommun 
1113,13,Halland,1384,Kungsbacka,1384TB117,Kungsbacka,,24071,0.2834216413517014,1194,0.01968851440130437
1114,13,Halland,1384,Kungsbacka,1384TB119,Onsala,,12415,0.14617920640527493,1347,0.022205260008210007
1115,13,Halland,1384,Kungsbacka,1384TB122,Östra Hanhals och Torkelstorp*,,239,0.0028140821853290944,86,0.0014122427985235181
1116,13,Halland,1384,Kungsbacka,1384TB123,Vallda,,3933,0.046308724832214765,561,0.009252197165405217
1117,13,Halland,1384,Kungsbacka,1384TB126,Åsa,,6479,0.07628635346756152,902,0.014865895014153191
1118,13,Halland,1384,Kungsbacka,1384TB127,Västra Hagen,,1396,0.01643706581890969,266,0.004381686084371812
1119,13,Halland,1384,Kungsbacka,1384TB164,Västra Hanhals*,,248,0.002920051807370776,53,0.0008674842600362361
1120,14,Västra Götaland,1401,Härryda,1401TB103,Eskilsby och Snugga,1,254,0.006641217382209904,85,0.003192889664242478
1121,14,Västra Götaland,1463,Mark,1401TB103,Eskilsby och Snugga,1,0,0,1,1.1243333643636269e-05
1122,14,Västra Götaland,1481,Mölndal,1401TB103,Eskilsby och Snugga,1,6,8.58356818929629e-05,1,7.259394019990033e-05
1123,14,Västra Götaland,1401,Härryda,1401TB104,Hällingsjö,,499,0.013047116038278513,97,0.0036309798593488255
1124,14,Västra Götaland,1401,Härryda,1401TB105,Hindås,1,2943,0.07694922344820374,429,0.016070444840371453
1125,14,Västra Götaland,1443,Bollebygd,1401TB105,Hindås,1,155,0.01624056999161777,56,0.0021279346297898394
1126,14,Västra Götaland,1401,Härryda,1401TB106,Härryda,,1179,0.03082675312450975,356,0.013348323724957315
1127,14,Västra Götaland,1401,Härryda,1401TB107,Landvetter,,9223,0.2411494012445746,884,0.0331575037397852
1128,14,Västra Götaland,1401,Härryda,1401TB109,Nya Långenäs,,342,0.008942111593369242,33,0.0012449087732417008
1129,14,Västra Götaland,1401,Härryda,1401TB110,Rya,,375,0.009804946922553993,93,0.0034755870497116736
1130,14,Västra Götaland,1401,Härryda,1401TB111,Rävlanda,,1649,0.043115619934110755,162,0.0060852089760845
1131,14,Västra Götaland,1401,Härryda,1401TB112,Stora Bugärde,,431,0.011269152329655389,117,0.004403365037911615
1132,14,Västra Götaland,1401,Härryda,1401TC108,Mölnlycke,1,17975,0.46998378915442135,1132,0.042443983849078055
1133,14,Västra Götaland,1402,Partille,1401TC108,Mölnlycke,1,280,0.007086454747924681,19,0.003351942525053769
1134,14,Västra Götaland,1481,Mölndal,1401TC108,Mölnlycke,1,137,0.0019599147365559864,22,0.0015068613344831156
1135,14,Västra Götaland,1402,Partille,1402TB101,Jonsered,1,872,0.022069244786394007,110,0.019284801593866713
1136,14,Västra Götaland,1441,Lerum,1402TB101,Jonsered,1,0,0,1,4.9906399634881224e-05
1137,14,Västra Götaland,1402,Partille,1402TB102,Kåhög,,896,0.02267665519335898,54,0.009569905909767714
1138,14,Västra Götaland,1402,Partille,1402TB103,Öjersjö,,4821,0.12201356549908889,267,0.04694972350214193
1139,14,Västra Götaland,1407,Öckerö,1407TB101,Björkö,,1473,0.11388588217102211,103,0.04010354966383258
1140,14,Västra Götaland,1407,Öckerö,1407TB102,Fotö,,621,0.04801298902118448,43,0.01666512598024555
1141,14,Västra Götaland,1407,Öckerö,1407TB104,Hälsö,,590,0.04561620535023968,62,0.023987866123412863
1142,14,Västra Götaland,1407,Öckerö,1407TB105,Hönö,,9124,0.7054275552806556,612,0.23768415410489352
1143,14,Västra Götaland,1407,Öckerö,1407TB106,Kalvsund,,245,0.018942322560692747,25,0.009879554573314017
1144,14,Västra Götaland,1407,Öckerö,1407TB107,Källö-Knippla,,307,0.023735889902582342,34,0.013194813971824858
1145,14,Västra Götaland,1407,Öckerö,1407TB108,Rörö,,250,0.019328900572135457,58,0.022559067198527155
1146,14,Västra Götaland,1415,Stenungsund,1415TB102,Jörlanda,,1549,0.05727703002514421,342,0.01359710341864424
1147,14,Västra Götaland,1415,Stenungsund,1415TB105,Stora Höga,,2972,0.10989498594882414,292,0.01159899280421272
1148,14,Västra Götaland,1415,Stenungsund,1415TB108,Svartehallen,,240,0.008874426859931962,60,0.002366258861706745
1149,14,Västra Götaland,1415,Stenungsund,1415TB109,Svenshögen,1,402,0.014864664990386037,54,0.0021487889149693104
1150,14,Västra Götaland,1485,Uddevalla,1415TB109,Svenshögen,1,1,1.7609664183704018e-05,2,2.4527668650560275e-05
1151,14,Västra Götaland,1415,Stenungsund,1415TB110,Ucklum,,678,0.025070255879307796,138,0.005491726691125169
1152,14,Västra Götaland,1415,Stenungsund,1415TB111,Spekeröd,,232,0.008578612631267564,101,0.004003051290186671
1153,14,Västra Götaland,1415,Stenungsund,1415TB112,Ödsmål,,1461,0.054023073509835824,358,0.01421220603435918
1154,14,Västra Götaland,1415,Stenungsund,1415TC104,Stenungsund,,14167,0.5238500221860671,1329,0.05275864985571495
1155,14,Västra Götaland,1419,Tjörn,1419TB101,Bleket och Klädesholmen,,798,0.049420945067195146,147,0.008808151451015166
1156,14,Västra Götaland,1419,Tjörn,1419TB102,Djupvik och Fagerfjäll,,217,0.013439028921781136,120,0.007152238577654976
1157,14,Västra Götaland,1419,Tjörn,1419TB104,Valsäng,,413,0.025577506657583453,168,0.010037059655169529
1158,14,Västra Götaland,1419,Tjörn,1419TB105,Kyrkesund,,527,0.032637641667182755,550,0.03285766869552643
1159,14,Västra Götaland,1419,Tjörn,1419TB106,Kållekärr,,754,0.046695980677525235,99,0.005905182973831175
1160,14,Västra Götaland,1419,Tjörn,1419TB107,Höviksnäs,,3469,0.21483866972192978,673,0.040214446453518876
1161,14,Västra Götaland,1419,Tjörn,1419TB109,Rönnäng,,1628,0.10082368241778658,250,0.014935542969959092
1162,14,Västra Götaland,1419,Tjörn,1419TB139,Hjälteby,,209,0.012943580850932062,58,0.003468471806099486
1163,14,Västra Götaland,1419,Tjörn,1419TC110,Skärhamn,,3678,0.22778225057286183,505,0.030192026616982906
1164,14,Västra Götaland,1421,Orust,1421TB101,Ellös,,1078,0.07038850799869409,230,0.0059550686802880195
1165,14,Västra Götaland,1421,Orust,1421TB104,Höggeröd,,409,0.026705843943845904,307,0.007942722011068536
1166,14,Västra Götaland,1421,Orust,1421TB105,Mollösund,,208,0.013581456088801827,123,0.0031773527106010078
1167,14,Västra Götaland,1421,Orust,1421TB106,Svanesund,,2021,0.13196212863206008,353,0.009135215691550604
1168,14,Västra Götaland,1421,Orust,1421TB108,Varekil,,941,0.061443029709435194,155,0.0040158757674624386
1169,14,Västra Götaland,1421,Orust,1421TC102,Henån,,2405,0.15703558602677115,528,0.013653780973399811
1170,14,Västra Götaland,1427,Sotenäs,1427TB101,Bovallstrand,,455,0.05,136,0.009859016327014972
1171,14,Västra Götaland,1427,Sotenäs,1427TB103,Hunnebostrand,,2006,0.22043956043956045,350,0.02530976755494195
1172,14,Västra Götaland,1427,Sotenäs,1427TB105,Malmön,,267,0.02934065934065934,106,0.0076394134893965565
1173,14,Västra Götaland,1427,Sotenäs,1427TC104,"Smögen, Kungshamn och Väjern*",,4743,0.5212087912087912,503,0.03642579905702154
1174,14,Västra Götaland,1430,Munkedal,1430TB101,Dingle,,941,0.08892458892458892,118,0.0018593820535396288
1175,14,Västra Götaland,1430,Munkedal,1430TB102,Hedekas,,406,0.038367038367038364,96,0.0015175218796757428
1176,14,Västra Götaland,1430,Munkedal,1430TB103,Hällevadsholm,,780,0.07371007371007371,102,0.0016014758587751042
1177,14,Västra Götaland,1430,Munkedal,1430TB105,Torreby,,260,0.02457002457002457,56,0.0008793952966465413
1178,14,Västra Götaland,1430,Munkedal,1430TC104,Munkedal,,4201,0.396994896994897,556,0.008764315284368749
1179,14,Västra Götaland,1435,Tanum,1435TB101,Fjällbacka,,819,0.06342936802973978,180,0.0019594892142014426
1180,14,Västra Götaland,1435,Tanum,1435TB102,Grebbestad,,1922,0.14885377942998762,517,0.005631613934363583
1181,14,Västra Götaland,1435,Tanum,1435TB103,Hamburgsund,,708,0.05483271375464684,143,0.0015548152936562599
1182,14,Västra Götaland,1435,Tanum,1435TB104,Rabbalshede,,274,0.021220570012391575,73,0.0007906296552192589
1183,14,Västra Götaland,1435,Tanum,1435TB124,Östad,,225,0.01742565055762082,34,0.00037008539954244685
1184,14,Västra Götaland,1435,Tanum,1435TC105,Tanumshede,,2043,0.15822490706319703,218,0.002377737308447421
1185,14,Västra Götaland,1438,Dals-Ed,1438TC101,Ed,,3009,0.632010081915564,363,0.005007972918308996
1186,14,Västra Götaland,1439,Färgelanda,1439TB102,Högsäter,,754,0.11324722138780415,116,0.001971549940419168
1187,14,Västra Götaland,1439,Färgelanda,1439TB103,Stigen,,485,0.0728446981075398,77,0.0013028302338509458
1188,14,Västra Götaland,1439,Färgelanda,1439TB104,Ödeborg,,579,0.08696305196755783,87,0.0014783381481346903
1189,14,Västra Götaland,1439,Färgelanda,1439TC101,Färgelanda,,1930,0.2898768398918594,264,0.0044865606085972305
1190,14,Västra Götaland,1440,Ale,1440TB101,Alvhem,1,364,0.011422116229446467,83,0.0026121332662470092
1191,14,Västra Götaland,1462,Lilla Edet,1440TB101,Alvhem,1,5,0.0003500910236661532,4,0.0001190703041751966
1192,14,Västra Götaland,1440,Ale,1440TB104,Skepplanda,,1873,0.05877369147734404,152,0.004794789979322061
1193,14,Västra Götaland,1440,Ale,1440TB105,Surte,,6490,0.2036525668382076,364,0.011494316326739841
1194,14,Västra Götaland,1440,Ale,1440TB106,Älvängen,,6366,0.19976151625455002,475,0.014980292077872711
1195,14,Västra Götaland,1440,Ale,1440TC102,Nödinge-Nol,,11476,0.3601104556294716,842,0.02657416535096505
1196,14,Västra Götaland,1441,Lerum,1441TB102,Slätthult,,260,0.00604370060437006,73,0.002811596389037154
1197,14,Västra Götaland,1441,Lerum,1441TB103,Björboholm,,1204,0.027986982798698278,255,0.00987189900443248
1198,14,Västra Götaland,1441,Lerum,1441TB105,Gråbo,,6765,0.15725244072524408,561,0.021683568881359604
1199,14,Västra Götaland,1441,Lerum,1441TB108,Sjövik,,1065,0.024755927475592746,97,0.0037546200676088592
1200,14,Västra Götaland,1441,Lerum,1441TB109,Tollered,,871,0.020246397024639703,75,0.002919283222327942
1201,14,Västra Götaland,1441,Lerum,1441TB110,Öxeryd,,636,0.014783821478382147,111,0.004274365103308503
1202,14,Västra Götaland,1441,Lerum,1441TB112,Ytterstad,1,130,0.00302185030218503,46,0.0017898981225778004
1203,14,Västra Götaland,1480,Göteborg,1441TB112,Ytterstad,1,113,0.00019380642682692573,20,0.0004521256582427523
1204,14,Västra Götaland,1441,Lerum,1441TB130,Sandkullen och Sågarehagen,,205,0.004765225476522548,32,0.0012323029557602904
1205,14,Västra Götaland,1441,Lerum,1441TC106,Lerum,,28520,0.6629474662947467,2515,0.09726470337966937
1206,14,Västra Götaland,1442,Vårgårda,1442TB101,Horla,,262,0.021932027456889335,85,0.0019852545433746713
1207,14,Västra Götaland,1442,Vårgårda,1442TB103,Östadkulle,,430,0.035995312238406164,83,0.0019540800826630712
1208,14,Västra Götaland,1442,Vårgårda,1442TC102,Vårgårda,,5863,0.49079189686924496,521,0.012221495023900656
1209,14,Västra Götaland,1443,Bollebygd,1443TB102,Hultafors,,324,0.03394803017602682,72,0.002720196450910439
1210,14,Västra Götaland,1443,Bollebygd,1443TB103,Olsfors,,614,0.0643336127409891,73,0.002758136146921948
1211,14,Västra Götaland,1443,Bollebygd,1443TB104,Töllsjö,,413,0.043273260687342836,70,0.002641411766850504
1212,14,Västra Götaland,1443,Bollebygd,1443TB111,"Dammkullen, Fjällastorp och Stenaskjum",,256,0.026823134953897737,81,0.0030844289259230285
1213,14,Västra Götaland,1443,Bollebygd,1443TC101,Bollebygd,,4577,0.47956831517183574,344,0.01307989059391765
1214,14,Västra Götaland,1444,Grästorp,1444TC101,Grästorp,,3084,0.5424802110817942,266,0.010043068821694777
1215,14,Västra Götaland,1445,Essunga,1445TB101,Främmestad,,371,0.06523650430807104,71,0.0030136828021860426
1216,14,Västra Götaland,1445,Essunga,1445TB102,Jonslund,,309,0.05433444698435027,76,0.003242208451684257
1217,14,Västra Götaland,1445,Essunga,1445TC103,Nossebro,,1941,0.3413047300861614,191,0.008164231146068988
1218,14,Västra Götaland,1446,Karlsborg,1446TB101,Forsvik,,323,0.04639471416259695,83,0.0020544570369879517
1219,14,Västra Götaland,1446,Karlsborg,1446TB103,Mölltorp,,1084,0.1557023843723068,149,0.003670737243922032
1220,14,Västra Götaland,1446,Karlsborg,1446TB104,Undenäs,,214,0.030738293593794888,76,0.0018683927431673742
1221,14,Västra Götaland,1446,Karlsborg,1446TC102,Karlsborg,,3749,0.5384946854352197,508,0.012513594798516155
1222,14,Västra Götaland,1447,Gullspång,1447TB103,Otterbäcken,,614,0.1187850648094409,120,0.0037893524183659627
1223,14,Västra Götaland,1447,Gullspång,1447TC101,Gullspång,,1567,0.3031534145869607,302,0.009574333860420411
1224,14,Västra Götaland,1447,Gullspång,1447TC102,Hova,,1272,0.2460824143934997,197,0.006236725077382893
1225,14,Västra Götaland,1452,Tranemo,1452TB101,Ambjörnarp,,300,0.02524190155658393,98,0.0013242257963979108
1226,14,Västra Götaland,1452,Tranemo,1452TB102,Dalstorp,,729,0.06133782078249895,159,0.0021478829057949406
1227,14,Västra Götaland,1452,Tranemo,1452TB103,Grimsås,,723,0.06083298275136727,117,0.0015735562568387478
1228,14,Västra Götaland,1452,Tranemo,1452TB104,Limmared,,1484,0.12486327303323518,146,0.001971610173493384
1229,14,Västra Götaland,1452,Tranemo,1452TB105,Ljungsarp,,219,0.01842658813630627,46,0.0006161099650422771
1230,14,Västra Götaland,1452,Tranemo,1452TB106,Länghem,,1111,0.09347917543121582,142,0.0019214334960016514
1231,14,Västra Götaland,1452,Tranemo,1452TB107,Rosenlund,,300,0.02524190155658393,61,0.000821752041674031
1232,14,Västra Götaland,1452,Tranemo,1452TB110,Uddebo,,272,0.022885990744636094,64,0.0008635137705904494
1233,14,Västra Götaland,1452,Tranemo,1452TB113,Nittorp,,200,0.016827934371055953,35,0.00047409607100020097
1234,14,Västra Götaland,1452,Tranemo,1452TC109,Tranemo,,3334,0.2805216659655027,356,0.004801296849217667
1235,14,Västra Götaland,1460,Bengtsfors,1460TB102,Billingsfors,,1141,0.1189656970076113,164,0.0018621832629328475
1236,14,Västra Götaland,1460,Bengtsfors,1460TB103,Bäckefors,,675,0.07037847982483578,143,0.0016196679531205018
1237,14,Västra Götaland,1460,Bengtsfors,1460TB104,Dals Långed,,1349,0.14065269523511625,211,0.002390158594185839
1238,14,Västra Götaland,1460,Bengtsfors,1460TB105,Skåpafors,,317,0.03305181941403399,107,0.0012131201530063902
1239,14,Västra Götaland,1460,Bengtsfors,1460TC101,Bengtsfors,,3224,0.3361484725263268,398,0.004508787018012997
1240,14,Västra Götaland,1461,Mellerud,1461TB102,Dals Rostock,,794,0.08526632302405499,139,0.002701372195698041
1241,14,Västra Götaland,1461,Mellerud,1461TB104,Åsensbruk,,699,0.07506443298969072,167,0.0032576046169529517
1242,14,Västra Götaland,1461,Mellerud,1461TC103,Mellerud,,3991,0.42858676975945015,322,0.006268170015773058
1243,14,Västra Götaland,1462,Lilla Edet,1462TB101,Lilla Edet västra,,1622,0.1135695280773001,140,0.004428171606026914
1244,14,Västra Götaland,1462,Lilla Edet,1462TB102,Göta,,1231,0.08619241002660692,143,0.004517587371274726
1245,14,Västra Götaland,1462,Lilla Edet,1462TB103,Hjärtum,,375,0.02625682677496149,54,0.0017071377037638587
1246,14,Västra Götaland,1462,Lilla Edet,1462TB105,Lödöse,,1871,0.13100406105587453,190,0.0060275794721428065
1247,14,Västra Götaland,1462,Lilla Edet,1462TB106,Nygård,,575,0.040260467721607615,143,0.004519710282781318
1248,14,Västra Götaland,1462,Lilla Edet,1462TB113,"Groröd, Svenseröd, Torskog och Källeröd",,238,0.01666433272650889,146,0.004620089143272129
1249,14,Västra Götaland,1462,Lilla Edet,1462TC104,Lilla Edet,,3884,0.2719507071838678,315,0.00997980699249028
1250,14,Västra Götaland,1463,Mark,1463TB101,Ubbhult norra,,209,0.00598922512608895,60,0.0006455276826989253
1251,14,Västra Götaland,1463,Mark,1463TB102,Berghem,,381,0.0109181568088033,85,0.0009187585658408125
1252,14,Västra Götaland,1463,Mark,1463TB103,Björketorp,,572,0.016391563502980284,103,0.0011095679668359701
1253,14,Västra Götaland,1463,Mark,1463TB104,Fritsla,,2434,0.06975011462631821,318,0.0034230108819473105
1254,14,Västra Götaland,1463,Mark,1463TB105,Horred,,1261,0.03613594681338835,165,0.0017799622147881054
1255,14,Västra Götaland,1463,Mark,1463TB106,Hyssna,,735,0.021062585969738652,166,0.001787194246230223
1256,14,Västra Götaland,1463,Mark,1463TB108,Rydal,,434,0.012436955524988537,68,0.0007345645364639134
1257,14,Västra Götaland,1463,Mark,1463TB109,Sätila,,1351,0.03871503897294819,170,0.001831802535408166
1258,14,Västra Götaland,1463,Mark,1463TB110,Torestorp,,406,0.011634571297569922,74,0.0007998906585722442
1259,14,Västra Götaland,1463,Mark,1463TB111,Öxabäck,,338,0.009685923888124713,72,0.0007712444959344038
1260,14,Västra Götaland,1463,Mark,1463TB133,Fotskäl,,201,0.005759972489683632,51,0.0005485937088859819
1261,14,Västra Götaland,1463,Mark,1463TB137,Flygsnäs och Hägnen,,210,0.0060178817056396145,59,0.0006306191512156431
1262,14,Västra Götaland,1463,Mark,1463TC107,Kinna,,15452,0.44280146721687297,1941,0.020885934613610962
1263,14,Västra Götaland,1465,Svenljunga,1465TB101,Hillared,,620,0.057669054041484515,97,0.0010592858651190678
1264,14,Västra Götaland,1465,Svenljunga,1465TB102,Holsljunga,,214,0.01990512510464143,40,0.0004296829041749026
1265,14,Västra Götaland,1465,Svenljunga,1465TB103,Mjöbäck,,298,0.027718351781229653,80,0.0008707483673726362
1266,14,Västra Götaland,1465,Svenljunga,1465TB105,Sexdrega,,813,0.07562087247697889,123,0.001337102727703918
1267,14,Västra Götaland,1465,Svenljunga,1465TB107,Östra Frölunda,,329,0.03060180448330388,64,0.0006923994995501562
1268,14,Västra Götaland,1465,Svenljunga,1465TB108,Överlida,,498,0.04632127243977304,85,0.000919511345914751
1269,14,Västra Götaland,1465,Svenljunga,1465TB114,Sandsjön och Sågbacken*,1,231,0.02148637336061762,49,0.0005300860346613493
1270,14,Västra Götaland,1490,Borås,1465TB114,Sandsjön och Sågbacken*,1,4,3.5175967778813516e-05,7,7.744927514569512e-05
1271,14,Västra Götaland,1465,Svenljunga,1465TC106,Svenljunga,,3773,0.3509440982234211,444,0.004827127112998974
1272,14,Västra Götaland,1466,Herrljunga,1466TB101,Ljung och Annelund,,1215,0.12865311308767471,184,0.0036976826839342993
1273,14,Västra Götaland,1466,Herrljunga,1466TC103,Herrljunga,,4119,0.4361499364675985,452,0.009086333069858808
1274,14,Västra Götaland,1470,Vara,1470TB101,Arentorp,,510,0.03168489065606362,83,0.0011923479940957825
1275,14,Västra Götaland,1470,Vara,1470TB102,Emtunga,,302,0.018762425447316104,45,0.0006440811884433237
1276,14,Västra Götaland,1470,Vara,1470TB104,Jung,,395,0.024540258449304176,91,0.0013065448933770993
1277,14,Västra Götaland,1470,Vara,1470TB105,Kvänum,,1320,0.08200795228628231,179,0.002575417825559246
1278,14,Västra Götaland,1470,Vara,1470TB106,Larv,,227,0.014102882703777336,82,0.001172610825336245
1279,14,Västra Götaland,1470,Vara,1470TB107,Stora Levene,,794,0.049329025844930416,145,0.002077740968099948
1280,14,Västra Götaland,1470,Vara,1470TB108,Tråvad,,477,0.02963469184890656,94,0.001341798857672254
1281,14,Västra Götaland,1470,Vara,1470TB110,Vedum,,986,0.06125745526838966,138,0.001983905468231826
1282,14,Västra Götaland,1470,Vara,1470TC109,Vara,,4426,0.2749751491053678,356,0.00511487422541586
1283,14,Västra Götaland,1471,Götene,1471TB103,Hällekis,,644,0.04881006518114294,194,0.004799753204705128
1284,14,Västra Götaland,1471,Götene,1471TB104,Källby,,1783,0.1351371835682886,229,0.005662894040674752
1285,14,Västra Götaland,1471,Götene,1471TB105,Lundsbrunn,,901,0.06828861603759284,132,0.003270383724166707
1286,14,Västra Götaland,1471,Götene,1471TC102,Götene,,5081,0.3850992875549492,480,0.011853985383113604
1287,14,Västra Götaland,1472,Tibro,1472TB101,Fagersanna,,683,0.06045852881295919,200,0.009099809691753414
1288,14,Västra Götaland,1472,Tibro,1472TB104,Bråbacka*,,227,0.020093830220412497,60,0.002719319676453233
1289,14,Västra Götaland,1472,Tibro,1472TC102,Tibro,,8614,0.7625033194653448,810,0.03683481398881626
1290,14,Västra Götaland,1473,Töreboda,1473TB101,Moholm,,576,0.06206227777179183,104,0.0019242076006200225
1291,14,Västra Götaland,1447,Gullspång,1473TB103,Älgarås,1,1,0.0001934610176049526,1,4.216052020577953e-05
1292,14,Västra Götaland,1473,Töreboda,1473TB103,Älgarås,1,377,0.04062062277771792,98,0.0018107137526653437
1293,14,Västra Götaland,1473,Töreboda,1473TC102,Töreboda,,4740,0.510720827497037,431,0.00796572750268592
1294,14,Västra Götaland,1480,Göteborg,1480TB101,Angered,,1491,0.002557215773442002,238,0.005318438433717749
1295,14,Västra Götaland,1480,Göteborg,1480TB102,Asperö,,421,0.0007220575725144754,38,0.0008505870733773058
1296,14,Västra Götaland,1480,Göteborg,1480TB103,Björlanda*,,1150,0.0019723662907165005,158,0.00353389524520024
1297,14,Västra Götaland,1480,Göteborg,1480TB104,Brännö,,929,0.0015933289426744602,193,0.004308278780752326
1298,14,Västra Götaland,1480,Göteborg,1480TB107,Nordöstra Göteborg,,47211,0.08097163908784062,1079,0.02409989636926215
1299,14,Västra Götaland,1480,Göteborg,1480TB112,Låssby,,424,0.000727202875881562,77,0.001715348848841361
1300,14,Västra Götaland,1480,Göteborg,1480TB113,Tumlehed,,676,0.00115940835871683,110,0.0024645626865481677
1301,14,Västra Götaland,1480,Göteborg,1480TB115,Nolvik,,1489,0.0025537855711972777,187,0.004166286136502738
1302,14,Västra Götaland,1480,Göteborg,1480TB116,Torslanda,,22448,0.038500589994786096,1661,0.03710007210162734
1303,14,Västra Götaland,1480,Göteborg,1480TB117,Olofstorp,,4146,0.007110809253313575,333,0.007444621417331766
1304,14,Västra Götaland,1441,Lerum,1480TB120,Stenared,1,13,0.000302185030218503,6,0.000249466245851802
1305,14,Västra Götaland,1480,Göteborg,1480TB120,Stenared,1,434,0.0007443538871051837,92,0.0020618854810009195
1306,14,Västra Götaland,1480,Göteborg,1480TB121,Styrsö och Donsö,,2892,0.004960072445871409,285,0.006357336022388347
1307,14,Västra Götaland,1480,Göteborg,1480TB122,Säve,,715,0.0012262973024889548,69,0.001530843263030711
1308,14,Västra Götaland,1480,Göteborg,1480TB123,Vrångö,,377,0.0006465931231305398,48,0.0010731531187135764
1309,14,Västra Götaland,1480,Göteborg,1480TB164,Assmundtorp och Skändla,,217,0.00037217694355259185,50,0.0011089806384019653
1310,13,Halland,1384,Kungsbacka,1480TC108,Göteborg,1,15545,0.1830330860708819,2542,0.04191454671047534
1311,14,Västra Götaland,1402,Partille,1480TC108,Göteborg,1,32406,0.8201559020044543,1226,0.2158443304739008
1312,14,Västra Götaland,1480,Göteborg,1480TC108,Göteborg,1,493621,0.8466099311215389,15419,0.3443016826764731
1313,14,Västra Götaland,1481,Mölndal,1480TC108,Göteborg,1,66310,0.9486273443870618,3904,0.26758484727798426
1314,14,Västra Götaland,1481,Mölndal,1481TB101,Hällesåker,,727,0.010400423456030672,231,0.015866446124180592
1315,14,Västra Götaland,1481,Mölndal,1481TB122,Björnåsen,,336,0.004806798186005923,40,0.0027737421915004314
1316,14,Västra Götaland,1481,Mölndal,1481TB123,Västra Balltorp*,,440,0.006294616672150613,19,0.0012720768123979061
1317,14,Västra Götaland,1482,Kungälv,1482TB101,Diseröd,,1381,0.029351753453772583,123,0.0033830959688265112
1318,14,Västra Götaland,1482,Kungälv,1482TB102,Kyrkeby och Nereby,,365,0.007757704569606802,128,0.0035421359357219215
1319,14,Västra Götaland,1482,Kungälv,1482TB104,Kode,,1665,0.03538788522848034,163,0.004482995965378116
1320,14,Västra Götaland,1482,Kungälv,1482TB105,Kovikshamn och Åkerhög,,636,0.013517534537725823,236,0.006523866340218628
1321,14,Västra Götaland,1482,Kungälv,1482TB107,Kareby och Ringby,,236,0.005015940488841658,56,0.0015430380357943378
1322,14,Västra Götaland,1482,Kungälv,1482TB108,Kärna,,1157,0.02459086078639745,118,0.0032520017931652817
1323,14,Västra Götaland,1482,Kungälv,1482TB109,Lundby och Rogstorp,,273,0.005802337938363443,65,0.001801424876719887
1324,14,Västra Götaland,1482,Kungälv,1482TB110,Marstrand,,379,0.008055260361317746,33,0.0009120976585399495
1325,14,Västra Götaland,1482,Kungälv,1482TB111,Arvidsvik,,995,0.021147715196599363,106,0.002930776923342184
1326,14,Västra Götaland,1482,Kungälv,1482TB112,Risby,,244,0.0051859723698193414,77,0.0021285120176557813
1327,14,Västra Götaland,1462,Lilla Edet,1482TB113,Signehög och Norrmannebo,1,10,0.0007001820473323064,6,0.00020358341125263502
1328,14,Västra Götaland,1482,Kungälv,1482TB113,Signehög och Norrmannebo,1,245,0.0052072263549415515,91,0.002498648918928239
1329,14,Västra Götaland,1482,Kungälv,1482TB114,Duvesjön,,307,0.006524973432518597,47,0.0012832828718231663
1330,14,Västra Götaland,1482,Kungälv,1482TB115,Tjuvkil,,1293,0.027481402763018067,337,0.009295299837925446
1331,14,Västra Götaland,1482,Kungälv,1482TB117,Ödsmål och Åsebyberg,,302,0.006418703506907545,81,0.002233710127935446
1332,14,Västra Götaland,1482,Kungälv,1482TB118,Rörtången och Ödsmåls mosse,,446,0.009479277364505845,129,0.0035595158453739784
1333,14,Västra Götaland,1415,Stenungsund,1482TB119,Aröd och Timmervik,1,588,0.021742345806833308,127,0.005044794480675096
1334,14,Västra Götaland,1482,Kungälv,1482TB119,Aröd och Timmervik,1,338,0.0071838469713071205,148,0.004094127383702887
1335,14,Västra Götaland,1482,Kungälv,1482TB123,Lycke och Bremnäs*,,205,0.004357066950053135,90,0.0024773571502465603
1336,14,Västra Götaland,1482,Kungälv,1482TB133,Hålta och Vävra*,,203,0.004314558979808714,62,0.0017111983171833511
1337,14,Västra Götaland,1480,Göteborg,1482TC106,Kungälv,1,297,0.0005093850333415658,44,0.000990087756768543
1338,14,Västra Götaland,1482,Kungälv,1482TC106,Kungälv,1,26663,0.5666950053134963,1494,0.04122818028207869
1339,14,Västra Götaland,1484,Lysekil,1484TB101,Brastad,,1972,0.13726855074481414,353,0.016926751760419797
1340,14,Västra Götaland,1484,Lysekil,1484TB103,Fiskebäckskil,,248,0.017262982040929974,72,0.0034596338787380434
1341,14,Västra Götaland,1484,Lysekil,1484TB104,Grundsund,,637,0.04434080467771126,142,0.0067913009020142525
1342,14,Västra Götaland,1484,Lysekil,1484TB116,Rixö och Ryk,,236,0.01642767645830433,112,0.005351206027884628
1343,14,Västra Götaland,1484,Lysekil,1484TC105,Lysekil,,7728,0.5379367952109146,482,0.0231253771985458
1344,14,Västra Götaland,1485,Uddevalla,1485TB101,Ammenäs,,630,0.011094088435733531,149,0.002330032071639731
1345,14,Västra Götaland,1485,Uddevalla,1485TB102,Fagerhult,,456,0.008030006867769031,110,0.0017191810361727319
1346,14,Västra Götaland,1485,Uddevalla,1485TB104,Hogstorp,,396,0.0069734270167467905,63,0.0009865001137014124
