,Distriktskod,Distrikt,Antal områden,Forsamlingskod,Församling,Andel församling
933,105222.0,Höreda,,068609,Höreda,99.5199999999999
934,105223.0,Hult,,068606,Hult,100
935,105224.0,Edshult,,068606,Hult,0.92
936,105224.0,Edshult,,068607,Edshult,99.0799999999999
937,105225.0,Ingatorp,,068606,Hult,3.43
938,105225.0,Ingatorp,,068605,Ingatorp-Bellö,96.39
939,105226.0,Bellö,,068605,Ingatorp-Bellö,99.98
940,105227.0,Hässleby,,068602,Hässleby-Kråkshult,100
941,105228.0,Pelarne,,088404,Pelarne,99.9699999999999
942,105229.0,Vimmerby,,088401,Vimmerby,100
943,105230.0,Hjorted,,088315,Hjorted,100
944,105231.0,Mulseryd,,068021,Norra Mo,100
945,105232.0,Angerdshestra,,068021,Norra Mo,100
946,105233.0,Månsarp,,068019,Månsarp,100
947,105234.0,Norrahammar,,068008,Norrahammar,100
948,105235.0,Barnarp,,068016,Barnarp,99.95
949,105236.0,Rogberga,,068015,Rogberga-Öggestorp,100
950,105237.0,Forserum,,068209,Malmbäck,0.93
951,105237.0,Forserum,,068207,Barkeryd-Forserum,99.06
952,105238.0,Öggestorp,,068015,Rogberga-Öggestorp,99.98
953,105239.0,Barkeryd,,068207,Barkeryd-Forserum,99.87
954,105240.0,Norra Solberga,,068201,Nässjö,0.99
955,105240.0,Norra Solberga,,068205,Norra Solberga-Flisby,99.01
956,105241.0,Eksjö,,068606,Hult,1.37
957,105241.0,Eksjö,,068601,Eksjö,98.6099999999999
958,105242.0,Rumskulla,,088403,Rumskulla,100
959,105243.0,Frödinge,,088406,Locknevi,0.68
960,105243.0,Frödinge,,088405,Frödinge,99.3199999999999
961,105244.0,Gladhammar,,088302,Törnsfall,3.41
962,105244.0,Gladhammar,,088303,Gladhammar-Västrum,96.5799999999999
963,105245.0,Västrum,,088303,Gladhammar-Västrum,100
964,105246.0,Bottnaryd,,068021,Norra Mo,100
965,105247.0,Jönköpings Sofia,,068001,Jönköpings Sofia-Järstorp,100
966,105248.0,Järstorp,,068001,Jönköpings Sofia-Järstorp,100
967,105249.0,Ljungarum,,068002,Jönköpings Kristina-Ljungarum,100
968,105250.0,Jönköpings Kristina,,068002,Jönköpings Kristina-Ljungarum,99.87
969,105251.0,Hakarp,,068005,Huskvarna,7.13
970,105251.0,Hakarp,,068006,Hakarp,92.87
971,105252.0,Huskvarna,,068006,Hakarp,4.65
972,105252.0,Huskvarna,,068005,Huskvarna,95.3499999999999
973,105253.0,Lekeryd,,068014,Lekeryd,100
974,105254.0,Järsnäs,,068014,Lekeryd,99.9899999999999
975,105255.0,Flisby,,068205,Norra Solberga-Flisby,99.9899999999999
976,105256.0,Bälaryd,,060402,Aneby,100
977,105257.0,Bredestad,,060402,Aneby,100
978,105258.0,Askeryd,,060403,Askeryd,100
979,105259.0,Södra Vi,,088408,Södra Vi-Djursdala,100
980,105260.0,Djursdala,,088408,Södra Vi-Djursdala,100
981,105261.0,Locknevi,,088406,Locknevi,99.9899999999999
982,105262.0,Blackstad,,088314,Hallingeberg-Blackstad,100
983,105263.0,Hallingeberg,,088314,Hallingeberg-Blackstad,100
984,105264.0,Törnsfall,,088302,Törnsfall,100
985,105265.0,Västervik,,088302,Törnsfall,0.74
986,105265.0,Västervik,,088301,Västervik,99.25
987,105266.0,Bankeryd,,068001,Jönköpings Sofia-Järstorp,1.59
988,105266.0,Bankeryd,,068020,Bankeryd,98.4
989,105267.0,Svarttorp,,068014,Lekeryd,99.9899999999999
990,105268.0,Skärstad,,068006,Hakarp,0.74
991,105268.0,Skärstad,,068010,Skärstad-Ölmstad,99.26
992,105269.0,Haurida,,060408,Haurida-Vireda,100.01
993,105270.0,Lommaryd,,060406,Lommaryd,99.9599999999999
994,105271.0,Marbäck,,060405,Frinnaryd,0.91
995,105271.0,Marbäck,,060402,Aneby,99.0799999999999
996,105272.0,Odensvi,,088312,Odensvi,99.9899999999999
997,105273.0,Gamleby,,088311,Gamleby,100
998,105274.0,Lofta,,088310,Lofta,100
999,105275.0,Loftahammar,,088309,Loftahammar,99.9899999999999
1000,105276.0,Ölmstad,,068009,Visingsö,16.2399999999999
1001,105276.0,Ölmstad,,068010,Skärstad-Ölmstad,83.76
1002,105277.0,Vireda,,060408,Haurida-Vireda,99.68
1003,105278.0,Frinnaryd,,060405,Frinnaryd,100
1004,105279.0,Visingsö,,068009,Visingsö,100
1005,105280.0,Gränna,,068009,Visingsö,39.6899999999999
1006,105280.0,Gränna,,068007,Gränna,59.8299999999999
1007,105281.0,Adelöv,,068703,Linderås,0.69
1008,105281.0,Adelöv,,068702,Adelöv,99.31
1009,105282.0,Linderås,,068702,Adelöv,0.94
1010,105282.0,Linderås,,068703,Linderås,99.06
1011,105283.0,Säby,,068701,Säby,100
1012,105284.0,Dalhem,,088306,Dalhem,100
1013,105285.0,Överum,,088307,Överum,99.9899999999999
1014,105286.0,Västra Ed,,088308,Västra Ed,99.9899999999999
1015,105287.0,Ukna,,088308,Västra Ed,1.52
1016,105287.0,Ukna,,088305,Ukna,98.48
1017,105288.0,Östra Ed,,056301,Valdemarsvik,100
1018,105289.0,Gärdserum,,056101,Åtvid,99.9899999999999
1019,105290.0,Tryserum,,056301,Valdemarsvik,99.9899999999999
1020,105291.0,Hannäs,,056101,Åtvid,100
1021,106001.0,Sundre,,098089,Hoburg,100
1022,106002.0,Vamlingbo,,098089,Hoburg,100
1023,106003.0,Hamra,,098089,Hoburg,100
1024,106004.0,Öja,,098089,Hoburg,100
1025,106005.0,Näs,,098084,Havdhem,99.9899999999999
1026,106006.0,Fide,,098084,Havdhem,0.63
1027,106006.0,Fide,,098089,Hoburg,99.37
1028,106007.0,Grötlingbo,,098076,"Alva, Hemse och Rone",10.31
1029,106007.0,Grötlingbo,,098084,Havdhem,89.6899999999999
1030,106008.0,Hablingbo,,098084,Havdhem,99.9899999999999
1031,106009.0,Havdhem,,098084,Havdhem,100
1032,106010.0,Silte,,098084,Havdhem,99.65
1033,106011.0,Sproge,,098081,Levide,0.57
1034,106011.0,Sproge,,098084,Havdhem,0.73
1035,106011.0,Sproge,,098064,Sproge,98.7
1036,106012.0,Eke,,098084,Havdhem,99.9599999999999
1037,106013.0,Rone,,098076,"Alva, Hemse och Rone",99.8199999999999
1038,106014.0,Alva,,098084,Havdhem,0.58
1039,106014.0,Alva,,098076,"Alva, Hemse och Rone",99.42
1040,106015.0,Hemse,,098076,"Alva, Hemse och Rone",100
1041,106016.0,Burs,,098076,"Alva, Hemse och Rone",1.71
1042,106016.0,Burs,,098073,Stånga-Burs,98.28
1043,106017.0,Eksta,,098063,Eksta,99.87
1044,106018.0,Levide,,098081,Levide,99.62
1045,106019.0,Fröjel,,098062,Fröjel,99.9399999999999
1046,106020.0,Fardhem,2.0,098080,Gerum,99.8499999999999
1047,,,,098079,Fardhem,99.9899999999999
1048,106021.0,Linde,2.0,098076,"Alva, Hemse och Rone",2.17
1049,,,,098075,Linde,97.8299999999999
1050,,,,098074,Lojsta,100
1051,106022.0,Gerum,2.0,098062,Fröjel,0.58
1052,,,,098079,Fardhem,4.79
1053,,,,098080,Gerum,95.2
1054,,,,098080,Gerum,99.01
1055,106023.0,Lojsta,,098080,Gerum,0.58
1056,106023.0,Lojsta,,098074,Lojsta,99.4099999999999
1057,106024.0,Stånga,,098074,Lojsta,0.59
1058,106024.0,Stånga,,098065,Garde,1.02
1059,106024.0,Stånga,,098073,Stånga-Burs,98.39
1060,106025.0,När,,098073,Stånga-Burs,1.19
1061,106025.0,När,,098071,När-Lau,98.81
1062,106026.0,Lye,,098065,Garde,99.9899999999999
1063,106027.0,Lau,2.0,098065,Garde,100
1064,,,,098071,När-Lau,100
1065,106028.0,Alskog,,098071,När-Lau,4.91
1066,106028.0,Alskog,,098065,Garde,95.0699999999999
1067,106029.0,Klinte,,098062,Fröjel,1.36
1068,106029.0,Klinte,,098061,Klinte,98.64
1069,106030.0,Sanda,,098057,"Sanda, Västergarn och Mästerby",99.76
1070,106031.0,Hejde,,098074,Lojsta,1.42
1071,106031.0,Hejde,,098060,Hejde,98.4699999999999
1072,106032.0,Guldrupe,,098040,Vänge,100
1073,106033.0,Etelhem,,098065,Garde,99.98
1074,106034.0,Garde,,098065,Garde,100
1075,106035.0,Buttle,,098040,Vänge,100
1076,106036.0,Ala,,098047,Östergarn,99.9599999999999
1077,106037.0,Ardre,,098065,Garde,99.95
1078,106038.0,Gammelgarn,,098047,Östergarn,99.95
1079,106039.0,Västergarn,,098057,"Sanda, Västergarn och Mästerby",99.9599999999999
1080,106040.0,Mästerby,,098050,"Vall, Hogrän och Atlingbo",1.11
1081,106040.0,Mästerby,,098057,"Sanda, Västergarn och Mästerby",98.8299999999999
1082,106041.0,Eskelhem,,098055,Eskelhem-Tofta,99.92
1083,106042.0,Hogrän,,098048,Stenkumla,0.68
1084,106042.0,Hogrän,,098050,"Vall, Hogrän och Atlingbo",99.3199999999999
1085,106043.0,Väte,,098059,Väte,99.53
1086,106044.0,Viklau,,098040,Vänge,100
1087,106045.0,Atlingbo,,098050,"Vall, Hogrän och Atlingbo",99.6299999999999
1088,106046.0,Björke,,098035,Roma,1.23
1089,106046.0,Björke,,098036,Björke,98.76
1090,106047.0,Vänge,,098040,Vänge,100
1091,106048.0,Sjonhem,,098040,Vänge,100
1092,106049.0,Halla,,098040,Vänge,99.62
1093,106050.0,Ganthem,,098047,Östergarn,1.69
1094,106050.0,Ganthem,,098040,Vänge,3.29
1095,106050.0,Ganthem,,098029,Dalhem,95.0199999999999
1096,106051.0,Kräklingbo,,098047,Östergarn,99.9899999999999
1097,106052.0,Anga,,098047,Östergarn,99.92
1098,106053.0,Norrlanda,,098025,Gothem,100
1099,106054.0,Östergarn,,098047,Östergarn,100
1100,106055.0,Tofta,2.0,098055,Eskelhem-Tofta,99.98
1101,,,,098055,Eskelhem-Tofta,100
1102,106056.0,Stenkumla,,098055,Eskelhem-Tofta,0.55
1103,106056.0,Stenkumla,,098050,"Vall, Hogrän och Atlingbo",0.57
1104,106056.0,Stenkumla,,098048,Stenkumla,98.8799999999999
1105,106057.0,Västerhejde,,098048,Stenkumla,100
1106,106058.0,Träkumla,,098033,Follingbo,1.48
1107,106058.0,Träkumla,,098048,Stenkumla,98.53
1108,106059.0,Vall,,098050,"Vall, Hogrän och Atlingbo",100
1109,106060.0,Akebäck,,098034,Akebäck,99.98
1110,106061.0,Roma,,098035,Roma,99.9599999999999
1111,106062.0,Follingbo,,098033,Follingbo,99.9599999999999
1112,106063.0,Barlingbo,,098030,Barlingbo,99.9699999999999
1113,106064.0,Dalhem,,098029,Dalhem,100
1114,106065.0,Ekeby,,098025,Gothem,0.99
1115,106065.0,Ekeby,,098029,Dalhem,99
1116,106066.0,Hörsne-Bara,,098029,Dalhem,99.9899999999999
1117,106067.0,Gothem,,098025,Gothem,99.9599999999999
1118,106068.0,Visby domkyrkodistrikt,,098001,Visby domkyrkoförsamling,99.87
1119,106069.0,Endre,,098033,Follingbo,1.41
1120,106069.0,Endre,,098031,Endre,97.9099999999999
1121,106070.0,Hejdeby,,098032,Hejdeby,99.9599999999999
1122,106071.0,Bro,,098018,Väskinde,100
1123,106072.0,Källunge,,098029,Dalhem,0.54
1124,106072.0,Källunge,,098025,Gothem,98.9899999999999
1125,106073.0,Fole,,098032,Hejdeby,0.67
1126,106073.0,Fole,,098018,Väskinde,99.3299999999999
1127,106074.0,Vallstena,,098025,Gothem,100
1128,106075.0,Bäl,,098018,Väskinde,99.9699999999999
1129,106076.0,Boge,,098025,Gothem,6.32
1130,106076.0,Boge,,098002,Othem-Boge,93.6599999999999
1131,106077.0,Väskinde,,098018,Väskinde,99.81
1132,106078.0,Lummelunda,,098015,Stenkyrka,99.8599999999999
1133,106079.0,Martebo,,098015,Stenkyrka,100
1134,106080.0,Lokrume,2.0,098018,Väskinde,99.9899999999999
1135,,,,098018,Väskinde,100
1136,106081.0,Hejnum,2.0,098018,Väskinde,99.9899999999999
1137,,,,098018,Väskinde,100
1138,106082.0,Tingstäde,,098015,Stenkyrka,99.9899999999999
1139,106083.0,Othem,,098002,Othem-Boge,99.84
1140,106084.0,Hellvi,,098005,"Bunge, Rute och Fleringe",0.97
1141,106084.0,Hellvi,,098010,Forsa,99.03
1142,106085.0,Stenkyrka,,098010,Forsa,1.29
1143,106085.0,Stenkyrka,,098015,Stenkyrka,98.7099999999999
1144,106086.0,Hangvar,,098010,Forsa,100
1145,106087.0,Lärbro,,098010,Forsa,100
1146,106088.0,Rute,,098005,"Bunge, Rute och Fleringe",99.7999999999999
1147,106089.0,Bunge,,098005,"Bunge, Rute och Fleringe",99.84
1148,106090.0,Hall,,098010,Forsa,100
1149,106091.0,Fleringe,,098005,"Bunge, Rute och Fleringe",99.9
1150,106092.0,Fårö,,098005,"Bunge, Rute och Fleringe",0.77
1151,106092.0,Fårö,,098004,Fårö,99.23
1152,107001.0,Grimmared,,138305,Himledalen,2.53
1153,107001.0,Grimmared,,138319,Veddige-Kungsäter,97.4699999999999
1154,107002.0,Karl Gustav,,138319,Veddige-Kungsäter,100
1155,107003.0,Älvsered,,138224,Älvsered,100
1156,107004.0,Mårdaklev,,146506,Kindaholm,100
1157,107005.0,Kalv,,146506,Kindaholm,100
1158,107006.0,Istorp,,146315,Istorp,99.98
1159,107007.0,Kungsäter,,138319,Veddige-Kungsäter,100
1160,107008.0,Gunnarsjö,,138319,Veddige-Kungsäter,100
1161,107009.0,Älekulla,,146316,Älekulla,100
1162,107010.0,Mjöbäck,,146503,Mjöbäck-Holsljunga,100
1163,107011.0,Östra Frölunda,,146506,Kindaholm,100
1164,107012.0,Håcksvik,,146506,Kindaholm,99.9699999999999
1165,107013.0,Sjötofta,,145201,Tranemo,99.9699999999999
1166,107014.0,Horred,,146314,Horred,99.9899999999999
1167,107015.0,Surteby-Kattunga,,146312,Västra Mark,100
1168,107016.0,Öxnevalla,,146313,Öxnevalla,99.89
1169,107017.0,Torestorp,,146316,Älekulla,0.74
1170,107017.0,Torestorp,,146317,Torestorp,99.26
1171,107018.0,Öxabäck,,146318,Öxabäck,100
1172,107019.0,Holsljunga,,146503,Mjöbäck-Holsljunga,99.76
1173,107020.0,Örsås,,146506,Kindaholm,1.99
1174,107020.0,Örsås,,146501,Svenljungabygden,98.01
1175,107021.0,Revesjö,,146501,Svenljungabygden,100
1176,107022.0,Ambjörnarp,,145201,Tranemo,100
1177,107023.0,Mossebo,,145201,Tranemo,100
1178,107024.0,Tostared,,146312,Västra Mark,100
1179,107025.0,Fotskäl,,146312,Västra Mark,100
1180,107026.0,Berghem,,146312,Västra Mark,99.9899999999999
1181,107027.0,Hajom,,146312,Västra Mark,99.5699999999999
1182,107028.0,Örby-Skene,,146303,Örby-Skene,100
1183,107029.0,Kinna,,146301,Kinna,100
1184,107030.0,Redslared,,146512,Sexdrega,5.41
1185,107030.0,Redslared,,146501,Svenljungabygden,94.59
1186,107031.0,Skephult,,146307,Fritsla-Skephult,99.9899999999999
1187,107032.0,Roasjö,,146512,Sexdrega,100
1188,107033.0,Svenljunga-Ullasjö,,146501,Svenljungabygden,100
1189,107034.0,Tranemo,,145201,Tranemo,100
1190,107035.0,Södra Åsarp,,145206,Länghem,99.9899999999999
1191,107036.0,Nittorp,,145208,Dalstorp,99.9899999999999
1192,107037.0,Ljungsarp,,145208,Dalstorp,99.98
1193,107038.0,Styrsö,,148037,Styrsö,99.93
1194,107039.0,Näset,,148041,Näset,100
1195,107040.0,Askim,,148036,Askim,99.9699999999999
1196,107041.0,Kållered,,148102,Kållered,99.84
1197,107042.0,Sätila,,146304,Sätila,99.8799999999999
1198,107043.0,Hyssna,,146305,Hyssna,99.84
1199,107044.0,Fritsla,,146307,Fritsla-Skephult,100
1200,107045.0,Seglora,,149019,Seglora,100
1201,107046.0,Kinnarumma,,149020,Kinnarumma,100
1202,107047.0,Sexdrega,,146512,Sexdrega,100
1203,107048.0,Ljushult,,149008,Sexdrega,99.9899999999999
1204,107049.0,Länghem,,145206,Länghem,100
1205,107050.0,Hillared,,146512,Sexdrega,100
1206,107051.0,Månstad,,145201,Tranemo,0.69
1207,107051.0,Månstad,,145206,Länghem,99.31
1208,107052.0,Hulared,,145208,Dalstorp,100
1209,107053.0,Dalstorp,,145208,Dalstorp,100
1210,107054.0,Ölsremma,,145208,Dalstorp,99.9899999999999
1211,107055.0,Tynnered,,148024,Tynnered,100
1212,107056.0,Västra Frölunda,,148022,Västra Frölunda,99.9699999999999
1213,107057.0,Älvsborg,,148023,Älvsborg,99.98
1214,107058.0,Högsbo,,148021,Högsbo,100
1215,107059.0,Annedal,,148009,Göteborgs Annedal,99.9399999999999
1216,107060.0,Göteborgs Karl Johan,,148013,Göteborgs Carl Johan,100
1217,107061.0,Masthugget,,148012,Göteborgs Masthugg,100.03
1218,107062.0,Göteborgs Oscar Fredrik,,148011,Göteborgs Oscar Fredrik,99.9899999999999
1219,107063.0,Haga,,148010,Göteborgs Haga,100
1220,107064.0,Göteborgs Vasa,,148007,Göteborgs Vasa,100
1221,107065.0,Fässberg,,148101,Fässberg,99.9599999999999
1222,107066.0,Stensjön,,148104,Stensjön,99.73
1223,107067.0,Råda,,140103,Råda,99.89
1224,107068.0,Johanneberg,,148008,Göteborgs Johanneberg,99.9399999999999
1225,107069.0,Örgryte,,148016,Örgryte,99.8799999999999
1226,107070.0,Landvetter,,140102,Landvetter,100
1227,107071.0,Björketorp,,140104,Björketorp,99.9899999999999
1228,107072.0,Härryda,,140101,Härryda,100
1229,107073.0,Bollebygd,,144302,Bollebygd,99.9899999999999
1230,107074.0,Borås Caroli,,149001,Borås Caroli,99.9899999999999
1231,107075.0,Borås Gustav Adolf,,149002,Borås Gustav Adolf,100
1232,107076.0,Toarp,,149006,Toarp,99.98
1233,107077.0,Dannike,,149007,Länghem,99.9899999999999
1234,107078.0,Tvärred,,149116,Åsunden,100
1235,107079.0,Finnekumla,,149116,Åsunden,100
1236,107080.0,Södra Säm,,149116,Åsunden,100
1237,107081.0,Gällstad,,149116,Åsunden,100
1238,107082.0,Grönahög,,149116,Åsunden,100
1239,107083.0,Lundby,,148013,Göteborgs Carl Johan,0.53
1240,107083.0,Lundby,,148017,Lundby,28.34
1241,107083.0,Lundby,,148028,Torslanda-Björlanda,70.98
1242,107084.0,Biskopsgården,,148028,Torslanda-Björlanda,20.73
1243,107084.0,Biskopsgården,,148017,Lundby,79.2699999999999
1244,107085.0,Brämaregården,,148017,Lundby,99.4
1245,107086.0,Göteborgs domkyrkodistrikt,,148001,Domkyrkoförsamlingen i Göteborg,99.75
1246,107087.0,Tuve,,148017,Lundby,14.15
1247,107087.0,Tuve,,148031,Tuve-Säve,85.6599999999999
1248,107088.0,Göteborgs Sankt Pauli,,148033,Göteborgs S:t Pauli,100
1249,107089.0,Björkekärr,,148038,Björkekärr,100
1250,107090.0,Härlanda,,148006,Härlanda,99.9899999999999
1251,107091.0,Nylöse,,148004,Nylöse,99.8599999999999
1252,107092.0,Sävedalen,,140203,Sävedalen,100
1253,107093.0,Kortedala,,148005,Kortedala,100
1254,107094.0,Bergsjön,,148032,Bergsjön,99.7099999999999
1255,107095.0,Angered,,148034,Angered,99.98
1256,107096.0,Partille,,140204,Furulund,33.78
1257,107096.0,Partille,,140201,Partille,66.2099999999999
1258,107097.0,Lerum,,144102,Skallsjö,0.67
1259,107097.0,Lerum,,144101,Lerum,99.28
1260,107098.0,Skallsjö,,144102,Skallsjö,99.9699999999999
1261,107099.0,Ödenäs,,148910,Ödenäs,99.9899999999999
1262,107100.0,Sandhult,,149016,Sandhult,99.5999999999999
1263,107101.0,Töllsjö,,144301,Töllsjö,99.7699999999999
1264,107102.0,Brämhult,,149003,Brämhult,100
1265,107103.0,Fristad-Gingri,,149011,Fristad,100
1266,107104.0,Rångedala,,149006,Toarp,99.9899999999999
1267,107105.0,Äspered,,149006,Toarp,99.9899999999999
1268,107106.0,Södra Ving,,149110,Södra Ving,100
1269,107107.0,Marbäck,,149116,Åsunden,100
1270,107108.0,Ulricehamn,,149101,Ulricehamn,99.98
1271,107109.0,Gullered,,149120,Hössna,100
1272,107110.0,Hössna,,149120,Hössna,99.89
1273,107111.0,Strängsered,,149120,Hössna,100
1274,107112.0,Gunnared,,148034,Angered,99.95
1275,107113.0,Nödinge,,144001,Nödinge,99.8799999999999
1276,107114.0,Bergum,,148034,Angered,99.89
1277,107115.0,Stora Lundby,,144103,Stora Lundby,99.9599999999999
1278,107116.0,Hemsjö,,148909,Hemsjö,100
1279,107117.0,Skogsbygden,,144208,Nårunga,100
1280,107118.0,Bredared,,149015,Bredared,100
1281,107119.0,Vänga,,149011,Fristad,99.9899999999999
1282,107120.0,Tärby,,149110,Södra Ving,0.95
1283,107120.0,Tärby,,149011,Fristad,99.0499999999999
1284,107121.0,Borgstena,,149011,Fristad,100
1285,107122.0,Varnum,,149110,Södra Ving,99.9699999999999
1286,107123.0,Härna,,149110,Södra Ving,99.9899999999999
1287,107124.0,Fänneslunda,,149110,Södra Ving,100
1288,107125.0,Timmele,,149120,Hössna,0.51
1289,107125.0,Timmele,,149129,Timmele,99.48
1290,107126.0,Hällstad,,149105,Hällstad,100
1291,107127.0,Dalum,,149128,Redväg,100
1292,107128.0,Liared,,149128,Redväg,100
1293,107129.0,Knätte,,149128,Redväg,100
1294,107130.0,Böne,,149128,Redväg,100
1295,107131.0,Kölingared,,149128,Redväg,100
1296,107132.0,Bjurbäck,,064203,Mullsjö-Sandhem,100
1297,107133.0,Habo,,064301,Habo,99.9899999999999
1298,107134.0,Starrkärr,,144005,Starrkärr-Kilanda,100
1299,107135.0,Kilanda,,144005,Starrkärr-Kilanda,99.9099999999999
1300,107136.0,Östad,,144104,Östad,99.98
1301,107137.0,Alingsås,,148901,Alingsås,99.9899999999999
1302,107138.0,Hol,,144206,Hol,100
1303,107139.0,Horla,,144206,Hol,99.9899999999999
1304,107140.0,Siene,,144206,Hol,99.95
1305,107141.0,Nårunga,,144208,Nårunga,99.7
1306,107142.0,Tämta,,149011,Fristad,100
1307,107143.0,Ljur,,144208,Nårunga,100.01
1308,107144.0,Ornunga,,144210,Asklanda,99.84
1309,107145.0,Asklanda,,144210,Asklanda,99.9899999999999
1310,107146.0,Vesene,,146618,Hov,100
1311,107147.0,Molla,,146618,Hov,100
1312,107148.0,Grude,,146618,Hov,100
1313,107149.0,Hov,,146618,Hov,99.95
1314,107150.0,Od,,146617,Östra Gäsene,99.98
1315,107151.0,Murum,,149105,Hällstad,100
1316,107152.0,Alboga,,146617,Östra Gäsene,100
1317,107153.0,Broddarp,,146617,Östra Gäsene,100
1318,107154.0,Möne,,149105,Hällstad,100
1319,107155.0,Kärråkra,,149105,Hällstad,100
1320,107156.0,Öra,,146617,Östra Gäsene,100
1321,107157.0,Börstig,,149951,Åsarp,99.9699999999999
1322,107158.0,Blidsberg,,149128,Redväg,100
1323,107159.0,Humla,,149128,Redväg,100
1324,107160.0,Kölaby,,149128,Redväg,99.9899999999999
1325,107161.0,Åsarp,,149951,Åsarp,99.9099999999999
1326,107162.0,Sandhem,,064203,Mullsjö-Sandhem,99.7399999999999
1327,107163.0,Nykyrka,,064203,Mullsjö-Sandhem,100
1328,107164.0,Gustav Adolf,,064302,Gustav Adolf,99.9899999999999
1329,107165.0,Skepplanda,,144003,Skepplanda-Hålanda,100
1330,107166.0,Sankt Peder,2.0,144003,Skepplanda-Hålanda,6.32
1331,,,,146204,Lödöse,93.68
1332,,,,146204,Lödöse,99.92
1333,107167.0,Hålanda,,146204,Lödöse,0.85
1334,107167.0,Hålanda,,144005,Starrkärr-Kilanda,4.18
1335,107167.0,Hålanda,,144003,Skepplanda-Hålanda,94.9699999999999
1336,107168.0,Långared,,144003,Skepplanda-Hålanda,0.86
1337,107168.0,Långared,,148908,Bjärke,99.14
1338,107169.0,Lena-Bergstena,,144201,Lena,99.9399999999999
1339,107170.0,Fullestad,,144201,Lena,99.98
1340,107171.0,Kullings-Skövde,,144214,Algutstorp,99.98
1341,107172.0,Algutstorp,,144214,Algutstorp,100
1342,107173.0,Kvinnestad,,144210,Asklanda,100
1343,107174.0,Landa,,144214,Algutstorp,100
1344,107175.0,Remmene,,146602,Herrljunga landsbygdsförs,100
1345,107176.0,Bråttensby,,146602,Herrljunga landsbygdsförs,100
1346,107177.0,Södra Björke,,146607,Hudene,99.9399999999999
1347,107178.0,Jällby,,146607,Hudene,99.98
1348,107179.0,Herrljunga,,146606,Herrljunga,99.59
1349,107180.0,Hudene,,146607,Hudene,100
1350,107181.0,Skölvene,,146607,Hudene,99.9899999999999
1351,107182.0,Eriksberg,,146617,Östra Gäsene,100
1352,107183.0,Källunga,,146607,Hudene,99.9699999999999
1353,107184.0,Mjäldrunga,,146617,Östra Gäsene,99.9899999999999
1354,107185.0,Jäla,,149905,Floby,99.98
1355,107186.0,Brismene,,149916,Kinneved,99.98
1356,107187.0,Grolanda,,149905,Floby,100
1357,107188.0,Kinneved,,149916,Kinneved,99.9899999999999
1358,107189.0,Vårkumla,,149916,Kinneved,99.98
1359,107190.0,Vistorp,,149928,Yllestad,99.9099999999999
1360,107191.0,Yllestad,,064203,Mullsjö-Sandhem,1.38
1361,107191.0,Yllestad,,149928,Yllestad,98.6099999999999
1362,107192.0,Vartofta-Åsaka,,149928,Yllestad,100
1363,107193.0,Näs,,149928,Yllestad,99.92
1364,107194.0,Kymbo,,149812,Valstad,100
1365,107195.0,Utvängstorp,,064203,Mullsjö-Sandhem,99.9599999999999
1366,107196.0,Härja,,149803,Hökensås,100
1367,107197.0,Vättak,,149812,Valstad,99.9599999999999
1368,107198.0,Brandstorp,,064302,Gustav Adolf,1.37
1369,107198.0,Brandstorp,,064303,Brandstorp,98.42
1370,107199.0,Tunge,,146204,Lödöse,100
1371,107200.0,Ale-Skövde,,146204,Lödöse,99.9899999999999
1372,107201.0,Fuxerna,,146201,Fuxerna-Åsbräcka,99.9899999999999
1373,107202.0,Upphärad,,148805,Upphärad,99.92
1374,107203.0,Erska,,148908,Bjärke,100
1375,107204.0,Lagmansered,,148808,Bjärke,99.9099999999999
1376,107205.0,Stora Mellby,,148908,Bjärke,99.93
1377,107206.0,Magra,,148908,Bjärke,99.54
1378,107207.0,Fåglum,,144504,Essunga,100
1379,107208.0,Kyrkås,,144504,Essunga,100
1380,107209.0,Södra Härene,,144214,Algutstorp,99.9899999999999
1381,107210.0,Eggvena,,146602,Herrljunga landsbygdsförs,100
1382,107211.0,Barne-Åsaka,2.0,144504,Essunga,100
1383,,,,144507,Lekåsa-Barne Åsaka,100
1384,107212.0,Lekåsa,2.0,144507,Lekåsa-Barne Åsaka,100
1385,,,,144507,Lekåsa-Barne Åsaka,100
1386,107213.0,Eling,,147014,Vedum,100
1387,107214.0,Fölene,,146602,Herrljunga landsbygdsförs,99.9399999999999
1388,107215.0,Bitterna,,147014,Vedum,99.9899999999999
1389,107216.0,Hällestad,,149905,Floby,99.9699999999999
1390,107217.0,Larv,,147014,Vedum,0.63
1391,107217.0,Larv,,147024,Larv,99.37
1392,107218.0,Trävattna,,149905,Floby,100
1393,107219.0,Floby,,149905,Floby,100
1394,107220.0,Göteve,,149905,Floby,100
1395,107221.0,Sörby,,149905,Floby,100
1396,107222.0,Gökhem,,149905,Floby,100
1397,107223.0,Luttra,,149901,Falköping,99.9599999999999
1398,107224.0,Slöta,,149924,Slöta-Karleby,99.9899999999999
1399,107225.0,Marka,,149902,Mösseberg,99.9399999999999
1400,107226.0,Falköping,,149902,Mösseberg,17.8299999999999
1401,107226.0,Falköping,,149901,Falköping,82.15
1402,107227.0,Karleby,,149924,Slöta-Karleby,99.98
1403,107228.0,Kälvene,,149928,Yllestad,99.9599999999999
1404,107229.0,Skörstorp,,149921,Åslebygden,99.64
